,raceId,year,round,circuitId,race_name,race_date,race_time,driverId,driverRef,driver_dob,driver_nationality,driverst_points,driverst_position,driverst_wins,constructorId,csr_points,csr_status,constructorStandingsId,css_points,css_position,css_wins,constructorRef,cs_nationality,result_number,result_grid,result_position,result_positionText,result_positionOrder,result_points,result_laps,result_time,result_milliseconds,result_fastestLap,result_rank,result_fastestLapTime,result_fastestLapSpeed,qs_number,position,q1,q2,q3,total_laps,avg_lap_time,num_pit_stops,avg_pit_duration,driver_circuit_avg_result_point_before_race,driver_circuit_avg_pitstops_before_race,driver_avg_finish_pos_prior,is_podium,driver_podium_rate_prior,is_win,driver_win_rate_prior,driver_avg_finish_last_3,driver_experience_races,driver_experience_at_circuit,constructor_avg_finish_prior,circuit_country_nationality,is_home_gp,avg_temp,avg_windspeed,avg_precip,avg_humidity
0,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,1,hamilton,1985-01-07,British,15.0,3,0,131,27.0,\N,28134,27.0,2,0,mercedes,German,44,5,3,3,3,15.0,57,+9.675,5863259,53,5,1:36.228,202.469,44,5,1:32.285,1:31.048,1:31.238,57.0,102864.19298245614,3.0,25.525333333333332,,,2.0,1,1.0,0,0.0,2.0,21,1,2.761904761904762,Bahraini,0,26.299999999999997,25.55,0.0,20.5
63,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,4,alonso,1981-07-29,Spanish,2.0,9,0,214,8.0,\N,28137,8.0,5,0,alpine,French,14,8,9,9,9,2.0,57,+22.390,5875974,44,10,1:36.733,201.412,14,8,1:32.346,1:31.621,1:32.195,57.0,103087.26315789473,3.0,24.927333333333333,,,10.0,0,0.0,0,0.0,10.0,20,0,9.05,Bahraini,0,26.299999999999997,25.55,0.0,20.5
141,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,807,hulkenberg,1987-08-19,German,0.0,17,0,117,0.0,\N,28139,0.0,7,0,aston_martin,British,27,17,17,17,17,0.0,57,+1:03.829,5917413,49,19,1:38.201,198.401,27,17,1:32.777,\N,\N,57.0,103814.26315789473,3.0,26.608333333333334,,,,0,,0,,,0,0,9.225,Bahraini,0,26.299999999999997,25.55,0.0,20.5
185,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,815,perez,1990-01-26,Mexican,0.0,18,0,9,0.0,\N,28142,0.0,10,0,red_bull,Austrian,11,4,18,18,18,0.0,56,\N,\N,52,4,1:36.089,202.762,11,4,1:32.311,1:31.008,1:30.921,56.0,102955.80357142857,3.0,24.721999999999998,,,11.0,0,0.0,0,0.0,11.0,20,1,6.6,Bahraini,0,26.299999999999997,25.55,0.0,20.5
245,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,817,ricciardo,1989-07-01,Australian,0.0,14,0,1,0.0,\N,28141,0.0,9,0,mclaren,British,3,18,14,14,14,0.0,57,+54.975,5908559,50,16,1:37.261,200.318,3,18,1:32.945,\N,\N,57.0,103658.9298245614,3.0,24.979666666666663,,,6.0,0,0.0,0,0.0,6.0,21,1,8.095238095238095,Bahraini,0,26.299999999999997,25.55,0.0,20.5
287,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,822,bottas,1989-08-28,Finnish,8.0,6,0,51,9.0,\N,28136,9.0,4,0,alfa,Swiss,77,6,6,6,6,8.0,57,+16.119,5869703,53,7,1:36.599,201.691,77,6,1:31.919,1:31.717,1:31.560,57.0,102977.24561403508,3.0,25.412333333333333,,,,0,,0,,,18,1,12.7,Bahraini,0,26.299999999999997,25.55,0.0,20.5
345,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,825,kevin_magnussen,1992-10-05,Danish,10.0,5,0,210,10.0,\N,28135,10.0,3,0,haas,American,20,7,5,5,5,10.0,57,+14.754,5868338,53,8,1:36.623,201.641,20,7,1:31.955,1:31.461,1:31.808,57.0,102953.29824561403,3.0,25.801666666666666,,,,0,,0,,,0,0,12.476190476190476,Bahraini,0,26.299999999999997,25.55,0.0,20.5
402,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,830,max_verstappen,1997-09-30,Dutch,0.0,19,0,9,0.0,\N,28142,0.0,10,0,red_bull,Austrian,1,2,19,19,19,0.0,54,\N,\N,51,2,1:35.440,204.140,1,2,1:31.785,1:30.757,1:30.681,54.0,103661.03703703704,3.0,24.745333333333335,,,1.0,0,1.0,0,1.0,1.0,19,1,4.98989898989899,Bahraini,0,26.299999999999997,25.55,0.0,20.5
468,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,832,sainz,1994-09-01,Spanish,18.0,2,0,6,44.0,\N,28133,44.0,1,1,ferrari,Italian,55,3,2,2,2,18.0,57,+5.598,5859182,52,3,1:35.740,203.501,55,3,1:31.567,1:30.787,1:30.687,57.0,102792.66666666667,3.0,24.463666666666665,,,5.0,1,0.0,0,0.0,5.0,22,1,6.5,Bahraini,0,26.299999999999997,25.55,0.0,20.5
525,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,839,ocon,1996-09-17,French,6.0,7,0,214,8.0,\N,28137,8.0,5,0,alpine,French,31,11,7,7,7,6.0,57,+19.423,5873007,53,14,1:37.110,200.630,31,11,1:32.041,1:31.782,\N,57.0,103035.21052631579,3.0,26.703333333333333,,,9.0,0,0.0,0,0.0,9.0,19,1,8.964285714285714,Bahraini,0,26.299999999999997,25.55,0.0,20.5
582,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,840,stroll,1998-10-29,Canadian,0.0,12,0,117,0.0,\N,28139,0.0,7,0,aston_martin,British,18,19,12,12,12,0.0,57,+45.873,5899457,49,15,1:37.146,200.555,18,19,1:33.032,\N,\N,57.0,103499.24561403508,3.0,25.911666666666665,,,8.0,0,0.0,0,0.0,8.0,19,1,9.623762376237623,Bahraini,0,26.299999999999997,25.55,0.0,20.5
701,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,844,leclerc,1997-10-16,Monegasque,26.0,1,1,6,44.0,\N,28133,44.0,1,1,ferrari,Italian,16,1,1,1,1,26.0,57,1:37:33.584,5853584,51,1,1:34.570,206.018,16,1,1:31.471,1:30.932,1:30.558,57.0,102694.45614035087,3.0,24.717333333333332,,,4.0,1,0.0,1,0.0,4.0,20,1,5.616161616161616,Bahraini,0,26.299999999999997,25.55,0.0,20.5
760,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,846,norris,1999-11-13,British,0.0,15,0,1,0.0,\N,28141,0.0,9,0,mclaren,British,4,13,15,15,15,0.0,57,+56.335,5909919,51,12,1:36.988,200.882,4,13,1:32.239,1:32.008,\N,57.0,103682.78947368421,3.0,25.636666666666667,,,3.0,0,1.0,0,0.0,3.0,21,1,8.688524590163935,Bahraini,0,26.299999999999997,25.55,0.0,20.5
825,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,847,russell,1998-02-15,British,12.0,4,0,131,27.0,\N,28134,27.0,2,0,mercedes,German,63,9,4,4,4,12.0,57,+11.211,5864795,56,6,1:36.302,202.313,63,9,1:32.269,1:31.252,1:32.216,57.0,102891.14035087719,3.0,25.59866666666667,,,,0,,0,,,17,1,4.784313725490196,Bahraini,0,26.299999999999997,25.55,0.0,20.5
887,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,848,albon,1996-03-23,Thai,0.0,13,0,3,0.0,\N,28140,0.0,8,0,williams,British,23,14,13,13,13,0.0,57,+53.932,5907516,50,18,1:37.355,200.125,23,14,1:32.726,1:32.664,\N,57.0,103640.63157894737,3.0,25.16633333333333,,,,0,,0,,,0,0,12.588235294117647,Bahraini,0,26.299999999999997,25.55,0.0,20.5
939,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,849,latifi,1995-06-29,Canadian,0.0,16,0,3,0.0,\N,28140,0.0,8,0,williams,British,6,20,16,16,16,0.0,57,+1:01.795,5915379,51,20,1:38.251,198.300,6,20,1:33.634,\N,\N,57.0,103778.57894736843,3.0,24.631,,,,0,,0,,,19,1,12.886363636363637,Bahraini,0,26.299999999999997,25.55,0.0,20.5
957,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,852,tsunoda,2000-05-11,Japanese,4.0,8,0,213,4.0,\N,28138,4.0,6,0,alphatauri,Italian,22,16,8,8,8,4.0,57,+20.386,5873970,53,13,1:37.104,200.642,22,16,1:32.750,\N,\N,57.0,103052.1052631579,3.0,24.877666666666666,,,12.0,0,0.0,0,0.0,12.0,18,1,10.587301587301587,Bahraini,0,26.299999999999997,25.55,0.0,20.5
1013,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,854,mick_schumacher,1999-03-22,German,0.0,11,0,210,10.0,\N,28135,10.0,3,0,haas,American,47,12,11,11,11,0.0,57,+32.574,5886158,37,11,1:36.956,200.948,47,12,1:32.380,1:31.998,\N,57.0,103265.9298245614,2.0,25.4,,,16.0,0,0.0,0,0.0,16.0,18,1,14.157894736842104,Bahraini,0,26.299999999999997,25.55,0.0,20.5
1032,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,855,zhou,1999-05-30,Chinese,1.0,10,0,51,9.0,\N,28136,9.0,4,0,alfa,Swiss,24,15,10,10,10,1.0,57,+23.064,5876648,39,9,1:36.685,201.512,24,15,1:32.493,1:33.543,\N,57.0,103099.08771929824,3.0,26.455333333333332,,,,0,,0,,,0,0,12.415584415584416,Bahraini,0,26.299999999999997,25.55,0.0,20.5
1,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,1,hamilton,1985-01-07,British,16.0,5,0,131,11.0,\N,28144,38.0,2,0,mercedes,German,44,15,10,10,10,1.0,50,+1:13.948,5133241,47,8,1:32.997,239.001,44,16,1:30.343,\N,\N,50.0,102664.82,1.0,21.788,1.0,3.0,2.772727272727273,0,0.8181818181818182,0,0.36363636363636365,1.3333333333333333,22,1,2.772727272727273,Saudi,0,28.65,23.7,0.0,39.0
142,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,807,hulkenberg,1987-08-19,German,0.0,17,0,117,0.0,\N,28149,0.0,9,0,aston_martin,British,27,17,12,12,12,0.0,50,+1:31.742,5151035,47,11,1:33.651,237.332,27,18,1:30.543,\N,\N,50.0,103020.7,1.0,21.425,,,17.0,0,0.0,0,0.0,17.0,1,0,9.320987654320987,Saudi,0,28.65,23.7,0.0,39.0
186,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,815,perez,1990-01-26,Mexican,12.0,7,0,9,37.0,\N,28152,37.0,3,1,red_bull,Austrian,11,1,4,4,4,12.0,50,+10.800,5070093,46,4,1:32.042,241.481,11,1,1:29.705,1:28.924,1:28.200,50.0,101401.86,1.0,20.481,,,7.142857142857143,0,0.23809523809523808,0,0.047619047619047616,7.333333333333333,21,0,7.142857142857143,Saudi,0,28.65,23.7,0.0,39.0
346,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,825,kevin_magnussen,1992-10-05,Danish,12.0,8,0,210,2.0,\N,28145,12.0,5,0,haas,American,20,10,9,9,9,2.0,50,+1:04.308,5123601,48,6,1:32.779,239.562,20,10,1:29.831,1:29.546,1:29.588,50.0,102472.02,1.0,22.374,,,5.0,0,0.0,0,0.0,5.0,1,0,12.30232558139535,Saudi,0,28.65,23.7,0.0,39.0
403,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,830,max_verstappen,1997-09-30,Dutch,25.0,3,1,9,37.0,\N,28152,37.0,3,1,red_bull,Austrian,1,4,1,1,1,25.0,50,1:24:19.293,5059293,50,2,1:31.772,242.191,1,4,1:28.928,1:28.945,1:28.461,50.0,101185.86,1.0,20.731,2.0,2.0,2.7,1,0.9,1,0.5,1.6666666666666667,20,1,5.13,Saudi,0,28.65,23.7,0.0,39.0
469,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,832,sainz,1994-09-01,Spanish,33.0,2,0,6,34.0,\N,28143,78.0,1,1,ferrari,Italian,55,3,3,3,3,15.0,50,+8.097,5067390,48,3,1:31.905,241.841,55,3,1:28.855,1:28.686,1:28.402,50.0,101347.8,1.0,21.521,8.0,2.0,6.304347826086956,1,0.21739130434782608,0,0.0,5.666666666666667,23,1,6.304347826086956,Saudi,0,28.65,23.7,0.0,39.0
526,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,839,ocon,1996-09-17,French,14.0,6,0,214,8.0,\N,28147,16.0,4,0,alpine,French,31,5,6,6,6,8.0,50,+56.017,5115310,46,9,1:33.103,238.729,31,5,1:30.093,1:29.584,1:29.068,50.0,102306.2,1.0,21.141,4.0,2.0,9.05,0,0.05,0,0.05,7.0,20,1,8.929824561403509,Saudi,0,28.65,23.7,0.0,39.0
583,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,840,stroll,1998-10-29,Canadian,0.0,16,0,117,0.0,\N,28149,0.0,9,0,aston_martin,British,18,13,13,13,13,0.0,49,\N,\N,46,16,1:34.446,235.334,18,15,1:30.256,1:31.009,\N,49.0,103548.1836734694,1.0,22.339,11.0,3.0,10.85,0,0.0,0,0.0,12.666666666666666,20,1,9.647058823529411,Saudi,0,28.65,23.7,0.0,39.0
641,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,842,gasly,1996-02-07,French,4.0,12,0,213,4.0,\N,28148,8.0,7,0,alphatauri,Italian,10,9,8,8,8,4.0,50,+1:02.946,5122239,42,10,1:33.468,237.796,10,9,1:29.891,1:29.418,1:29.254,50.0,102444.78,1.0,22.82,6.0,2.0,7.7368421052631575,0,0.05263157894736842,0,0.0,6.0,19,1,9.076923076923077,Saudi,0,28.65,23.7,0.0,39.0
702,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,844,leclerc,1997-10-16,Monegasque,45.0,1,1,6,34.0,\N,28143,78.0,1,1,ferrari,Italian,16,2,2,2,2,19.0,50,+0.549,5059842,48,1,1:31.634,242.556,16,2,1:29.039,1:28.780,1:28.225,50.0,101196.84,1.0,21.038,7.0,3.0,6.333333333333333,1,0.09523809523809523,0,0.047619047619047616,7.333333333333333,21,1,5.57,Saudi,0,28.65,23.7,0.0,39.0
761,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,846,norris,1999-11-13,British,6.0,10,0,1,6.0,\N,28151,6.0,8,0,mclaren,British,4,11,7,7,7,6.0,50,+56.124,5115417,46,5,1:32.753,239.629,4,11,1:29.957,1:29.651,\N,50.0,102308.34,1.0,20.383,10.0,3.0,7.0,0,0.18181818181818182,0,0.0,9.0,22,1,8.790322580645162,Saudi,0,28.65,23.7,0.0,39.0
826,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,847,russell,1998-02-15,British,22.0,4,0,131,11.0,\N,28144,38.0,2,0,mercedes,German,63,6,5,5,5,10.0,50,+32.732,5092025,43,7,1:32.821,239.454,63,6,1:29.680,1:29.618,1:29.104,50.0,101840.5,1.0,21.415,,,12.11111111111111,0,0.05555555555555555,0,0.0,14.333333333333334,18,0,4.776699029126213,Saudi,0,28.65,23.7,0.0,39.0
888,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,848,albon,1996-03-23,Thai,0.0,18,0,3,0.0,\N,28150,0.0,10,0,williams,British,23,16,14,14,14,0.0,47,\N,\N,46,15,1:34.368,235.528,23,17,1:30.492,\N,\N,47.0,103261.76595744681,1.0,20.683,,,13.0,0,0.0,0,0.0,13.0,1,0,12.61111111111111,Saudi,0,28.65,23.7,0.0,39.0
1033,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,855,zhou,1999-05-30,Chinese,1.0,14,0,51,0.0,\N,28146,9.0,6,0,alfa,Swiss,24,12,11,11,11,0.0,50,+1:22.215,5141508,45,13,1:33.924,236.642,24,13,1:29.978,1:29.819,\N,50.0,102830.16,2.0,24.4185,,,10.0,0,0.0,0,0.0,10.0,1,0,12.384615384615385,Saudi,0,28.65,23.7,0.0,39.0
2,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,1,hamilton,1985-01-07,British,28.0,5,0,131,27.0,\N,28154,65.0,2,0,mercedes,German,44,5,4,4,4,12.0,58,+28.543,5295091,51,7,1:21.886,232.039,44,5,1:19.401,1:19.106,1:18.825,58.0,91294.6724137931,1.0,17.877,,,3.0869565217391304,0,0.782608695652174,0,0.34782608695652173,4.333333333333333,23,0,3.0869565217391304,Australian,0,17.1,15.05,0.0,85.0
64,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,4,alonso,1981-07-29,Spanish,2.0,14,0,214,6.0,\N,28157,22.0,5,0,alpine,French,14,10,17,17,17,0.0,57,\N,\N,57,2,1:20.846,235.024,14,10,1:19.192,1:18.815,\N,57.0,92931.0350877193,2.0,18.595,,,9.047619047619047,0,0.047619047619047616,0,0.0,10.0,21,0,9.047619047619047,Australian,0,17.1,15.05,0.0,85.0
187,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,815,perez,1990-01-26,Mexican,30.0,4,0,9,18.0,\N,28162,55.0,3,1,red_bull,Austrian,11,3,2,2,2,18.0,58,+20.524,5287072,58,3,1:21.094,234.305,11,3,1:18.834,1:18.340,1:18.240,58.0,91156.41379310345,1.0,17.434,,,7.0,1,0.22727272727272727,0,0.045454545454545456,7.666666666666667,22,0,7.0,Australian,0,17.1,15.05,0.0,85.0
246,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,817,ricciardo,1989-07-01,Australian,8.0,11,0,1,18.0,\N,28161,24.0,4,0,mclaren,British,3,7,6,6,6,8.0,58,+53.737,5320285,54,9,1:22.451,230.449,3,7,1:19.665,1:19.130,1:19.032,58.0,91729.05172413793,1.0,18.15,,,8.363636363636363,0,0.045454545454545456,0,0.045454545454545456,9.666666666666666,22,0,8.363636363636363,Australian,1,17.1,15.05,0.0,85.0
288,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,822,bottas,1989-08-28,Finnish,12.0,10,0,51,4.0,\N,28156,13.0,6,0,alfa,Swiss,77,12,8,8,8,4.0,58,+1:08.439,5334987,54,5,1:21.651,232.707,77,12,1:19.251,1:19.410,\N,58.0,91982.53448275862,1.0,18.413,,,5.052631578947368,0,0.5789473684210527,0,0.05263157894736842,4.0,19,0,12.380952380952381,Australian,0,17.1,15.05,0.0,85.0
347,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,825,kevin_magnussen,1992-10-05,Danish,12.0,9,0,210,0.0,\N,28155,12.0,7,0,haas,American,20,16,14,14,14,0.0,57,\N,\N,44,15,1:23.071,228.729,20,17,1:20.254,\N,\N,57.0,92464.49122807017,1.0,19.111,,,7.0,0,0.0,0,0.0,7.0,2,0,12.227272727272727,Australian,0,17.1,15.05,0.0,85.0
527,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,839,ocon,1996-09-17,French,20.0,7,0,214,6.0,\N,28157,22.0,5,0,alpine,French,31,8,7,7,7,6.0,58,+1:01.683,5328231,58,10,1:22.469,230.399,31,8,1:19.605,1:19.136,1:19.061,58.0,91866.05172413793,1.0,19.128,,,8.904761904761905,0,0.047619047619047616,0,0.047619047619047616,6.333333333333333,21,0,8.879310344827585,Australian,0,17.1,15.05,0.0,85.0
584,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,840,stroll,1998-10-29,Canadian,0.0,18,0,117,0.0,\N,28159,0.0,10,0,aston_martin,British,18,19,12,12,12,0.0,58,+1:28.598,5355146,48,17,1:23.592,227.304,18,20,\N,\N,\N,58.0,92243.89655172414,3.0,19.068,,,10.952380952380953,0,0.0,0,0.0,12.333333333333334,21,0,9.679611650485437,Australian,0,17.1,15.05,0.0,85.0
642,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,842,gasly,1996-02-07,French,6.0,12,0,213,2.0,\N,28158,10.0,8,0,alphatauri,Italian,10,11,9,9,9,2.0,58,+1:16.221,5342769,52,13,1:22.731,229.669,10,11,1:19.580,1:19.226,\N,58.0,92116.70689655172,1.0,18.926,,,7.75,0,0.05,0,0.0,6.333333333333333,20,0,9.037037037037036,Australian,0,17.1,15.05,0.0,85.0
703,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,844,leclerc,1997-10-16,Monegasque,71.0,1,2,6,26.0,\N,28153,104.0,1,2,ferrari,Italian,16,1,1,1,1,26.0,58,1:27:46.548,5266548,58,1,1:20.260,236.740,16,1,1:18.881,1:18.606,1:17.868,58.0,90802.55172413793,1.0,17.973,,,6.136363636363637,1,0.13636363636363635,1,0.045454545454545456,6.333333333333333,22,0,5.534653465346534,Australian,0,17.1,15.05,0.0,85.0
762,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,846,norris,1999-11-13,British,16.0,8,0,1,18.0,\N,28161,24.0,4,0,mclaren,British,4,4,5,5,5,10.0,58,+53.303,5319851,55,8,1:22.248,231.018,4,4,1:19.280,1:19.066,1:18.703,58.0,91721.56896551725,1.0,17.556,,,7.0,0,0.17391304347826086,0,0.0,8.0,23,0,8.761904761904763,Australian,0,17.1,15.05,0.0,85.0
827,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,847,russell,1998-02-15,British,37.0,2,0,131,27.0,\N,28154,65.0,2,0,mercedes,German,63,6,3,3,3,15.0,58,+25.593,5292141,53,4,1:21.495,233.152,63,6,1:19.405,1:19.076,1:18.933,58.0,91243.81034482758,1.0,18.479,,,11.736842105263158,1,0.05263157894736842,0,0.0,11.333333333333334,19,0,4.778846153846154,Australian,0,17.1,15.05,0.0,85.0
889,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,848,albon,1996-03-23,Thai,1.0,16,0,3,1.0,\N,28160,1.0,9,0,williams,British,23,20,10,10,10,1.0,58,+1:19.382,5345930,54,12,1:22.589,230.064,23,16,1:20.135,\N,\N,58.0,92171.20689655172,1.0,19.845,,,13.5,0,0.0,0,0.0,13.5,2,0,12.68421052631579,Australian,0,17.1,15.05,0.0,85.0
940,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,849,latifi,1995-06-29,Canadian,0.0,20,0,3,1.0,\N,28160,1.0,9,0,williams,British,6,18,16,16,16,0.0,57,\N,\N,49,18,1:23.882,226.518,6,19,1:21.372,\N,\N,57.0,92579.49122807017,2.0,18.244,,,15.15,0,0.0,0,0.0,15.0,20,0,12.92134831460674,Australian,0,17.1,15.05,0.0,85.0
958,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,852,tsunoda,2000-05-11,Japanese,4.0,13,0,213,2.0,\N,28158,10.0,8,0,alphatauri,Italian,22,13,15,15,15,0.0,57,\N,\N,56,16,1:23.342,227.985,22,13,1:19.742,1:19.424,\N,57.0,92506.29824561403,1.0,18.443,,,11.526315789473685,0,0.0,0,0.0,11.0,19,0,10.546875,Australian,0,17.1,15.05,0.0,85.0
1014,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,854,mick_schumacher,1999-03-22,German,0.0,17,0,210,0.0,\N,28155,12.0,7,0,haas,American,47,15,13,13,13,0.0,57,\N,\N,55,14,1:23.006,228.908,47,15,1:20.104,1:20.465,\N,57.0,92435.28070175438,1.0,19.039,,,16.105263157894736,0,0.0,0,0.0,16.0,19,0,14.134328358208956,Australian,0,17.1,15.05,0.0,85.0
1034,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,855,zhou,1999-05-30,Chinese,1.0,15,0,51,4.0,\N,28156,13.0,6,0,alfa,Swiss,24,14,11,11,11,0.0,58,+1:21.695,5348243,55,11,1:22.541,230.198,24,14,1:19.910,1:20.155,\N,58.0,92211.08620689655,1.0,18.38,,,10.5,0,0.0,0,0.0,10.5,2,0,12.367088607594937,Australian,0,17.1,15.05,0.0,85.0
3,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,1,hamilton,1985-01-07,British,28.0,7,0,131,12.0,\N,28164,77.0,3,0,mercedes,German,44,14,13,13,13,0.0,62,\N,\N,50,13,1:21.419,217.054,44,13,1:20.470,1:21.138,\N,62.0,89407.5,1.0,32.74,2.0,4.0,3.125,0,0.75,0,0.3333333333333333,5.333333333333333,24,1,3.125,Italian,0,14.05,9.3,0.1,73.5
123,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,20,vettel,1987-07-03,German,4.0,14,0,117,5.0,\N,28169,5.0,9,0,aston_martin,British,5,13,8,8,8,4.0,63,+1:10.892,5598878,47,9,1:21.211,217.610,5,9,1:20.364,1:19.957,1:31.062,63.0,88871.07936507936,1.0,30.484,15.0,5.0,11.052631578947368,0,0.05263157894736842,0,0.0,9.666666666666666,19,1,8.838709677419354,Italian,0,14.05,9.3,0.1,73.5
188,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,815,perez,1990-01-26,Mexican,54.0,3,0,9,58.0,\N,28172,113.0,2,2,red_bull,Austrian,11,3,2,2,2,18.0,63,+16.527,5544513,52,3,1:18.949,223.845,11,7,1:19.773,1:19.296,1:29.808,63.0,88008.14285714286,2.0,29.996499999999997,11.0,2.0,6.782608695652174,1,0.2608695652173913,0,0.043478260869565216,7.0,23,1,6.782608695652174,Italian,0,14.05,9.3,0.1,73.5
247,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,817,ricciardo,1989-07-01,Australian,11.0,11,0,1,22.0,\N,28171,46.0,4,0,mclaren,British,3,6,18,18,18,0.0,62,\N,\N,61,14,1:21.577,216.634,3,6,1:19.980,1:20.031,1:29.742,62.0,90171.66129032258,3.0,30.97966666666667,6.0,2.0,8.26086956521739,0,0.043478260869565216,0,0.043478260869565216,7.666666666666667,23,1,8.26086956521739,Italian,0,14.05,9.3,0.1,73.5
289,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,822,bottas,1989-08-28,Finnish,24.0,8,0,51,12.0,\N,28166,25.0,5,0,alfa,Swiss,77,7,5,5,5,10.0,63,+43.181,5571167,43,6,1:20.758,218.831,77,8,1:20.419,1:20.192,1:30.439,63.0,88431.22222222222,1.0,40.957,,,5.2,0,0.55,0,0.05,5.666666666666667,20,0,12.181818181818182,Italian,0,14.05,9.3,0.1,73.5
348,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,825,kevin_magnussen,1992-10-05,Danish,15.0,10,0,210,3.0,\N,28165,15.0,8,0,haas,American,20,8,9,9,9,2.0,63,+1:15.260,5603246,61,10,1:21.238,217.538,20,4,1:20.147,1:19.902,1:29.164,63.0,88940.41269841269,1.0,33.765,,,9.333333333333334,0,0.0,0,0.0,9.333333333333334,3,0,12.266666666666667,Italian,0,14.05,9.3,0.1,73.5
404,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,830,max_verstappen,1997-09-30,Dutch,59.0,2,2,9,58.0,\N,28172,113.0,2,2,red_bull,Austrian,1,1,1,1,1,26.0,63,1:32:07.986,5527986,55,1,1:18.446,225.281,1,1,1:19.295,1:18.793,1:27.999,63.0,87745.80952380953,2.0,29.9715,1.0,2.0,2.619047619047619,1,0.9047619047619048,1,0.5238095238095238,1.3333333333333333,21,1,5.089108910891089,Italian,0,14.05,9.3,0.1,73.5
528,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,839,ocon,1996-09-17,French,20.0,9,0,214,0.0,\N,28167,22.0,6,0,alpine,French,31,16,14,14,14,0.0,62,\N,\N,37,18,1:21.887,215.814,31,19,1:22.338,\N,\N,62.0,89360.33870967742,1.0,31.409,9.0,5.0,8.818181818181818,0,0.045454545454545456,0,0.045454545454545456,7.333333333333333,22,1,8.847457627118644,Italian,0,14.05,9.3,0.1,73.5
